"Aircraft Name","Company Name","Contact Number",url
"2010 Dassault Falcon 2000LX","QS Partners","""301 910 1914""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4658/2010-dassault-falcon-2000lx
"2010 Dassault Falcon 900DX","Jeteffect, Inc.","""214-451-6953, 214-957-9238""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5181/2010-dassault-falcon-900dx
"2010 Piper Matrix","CFS Jets","""704-359-0007, 386-316-4010""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5230/2010-piper-matrix
"2010 Bombardier Global 5000",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5276/2010-bombardier-global-5000
"2010 Gulfstream G450","The Jet Business","""+442036030000, +447842888888""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5366/2010-gulfstream-g450
"2010 Dassault Falcon 7X","Avpro, Inc.","""410-573-1515, 443-994-0533""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6283/2010-dassault-falcon-7x
"2010 Daher-Socata TBM 850","Textron Aviation","""316-517-8235, 316-350-5818""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6284/2010-daher-socata-tbm-850
"2010 Cessna Citation Sovereign",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6291/2010-cessna-citation-sovereign
"2010 Embraer Phenom 100",SOLJETS,"""+1 847.920.7000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6317/2010-embraer-phenom-100
"2010 Boeing BBJ1","Opus Aero","""+33 678 631 251""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6355/2010-boeing-bbj1
"2010 Bombardier Challenger 605","Guardian Jet, LLC","""203-453-0800""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6397/2010-bombardier-challenger-605
"2010 Dassault Falcon 7X","Opus Aero","""+33 678 631 251""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6399/2010-dassault-falcon-7x
"2010 Bombardier Challenger 605","Mesinger Jet Sales","""+1 303.444.6766, +1 303.588.5728""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5563/2010-bombardier-challenger-605
"2010 Gulfstream G450","QS Partners","""614-572-4355""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5738/2010-gulfstream-g450
"2010 Boeing 737-800",ACASS,"""+1 514.636.1099""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5825/2010-boeing-737-800
"2010 Bombardier Challenger 605","Avpro, Inc.","""410.573.1515, 724.875.9833""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5847/2010-bombardier-challenger-605
"2011 Bombardier Global 5000",Bombardier,"""514-855-0187, 514-242-5510""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5597/2011-bombardier-global-5000
"2011 Beechcraft King Air 350i","Avpro, Inc.","""410.573.1515, 724.875.9833""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5705/2011-beechcraft-king-air-350i
"2011 Dassault Falcon 7X","Elliott Jets","""515-285-6555, 515-865-2790""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5902/2011-dassault-falcon-7x
"2011 Embraer Legacy 650",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/1922/2011-embraer-legacy-650
"2011 Hawker 750","Aerolineas Ejecutivas S.A. de C.V.","""+52 5542090220, +52 8229909246""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4505/2011-hawker-750
"2011 Gulfstream G550","The Jet Business","""+442036030000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5270/2011-gulfstream-g550
"2011 Gulfstream G450","Gulfstream Aerospace Corporation","""912-965-7300, 912-547-8172""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5401/2011-gulfstream-g450
"2011 Cirrus SR22","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5503/2011-cirrus-sr22
"2011 Airbus Helicopter AS365 N3","Aerolineas Ejecutivas S.A. de C.V.","""+52 5542090220, +52 8229909246""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5511/2011-airbus-helicopter-as365-n3
"2011 Embraer Phenom 300","Guardian Jet, LLC","""203-453-0800, 203-843-3684""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6001/2011-embraer-phenom-300
"2011 Dassault Falcon 2000LX","QS Partners","""614 517 9778, 614 517 9778""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6022/2011-dassault-falcon-2000lx
"2011 Bombardier Global XRS",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6112/2011-bombardier-global-xrs
"2011 Cessna Citation XLS+","Elliott Jets","""515-285-6555, 515-865-2790""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6120/2011-cessna-citation-xls
"2011 Dassault Falcon 2000LX","Mente Group, LLC","""+1 214.351.9595, 310-351-6758""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6134/2011-dassault-falcon-2000lx
"2011 Bombardier Learjet 60XR","Avpro, Inc.","""410-573-1515, 720-470-9048""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6209/2011-bombardier-learjet-60
"2011 Cessna Citation CJ1+",JETAVIVA,"""513.818.6145""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6248/2011-cessna-citation-cj1
"2011 GippsAero GA8 Airvan","Lone Mountain Aircraft","""+44 7833 098 566""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6294/2011-gippsaero-ga8-airvan
"2011 Cirrus SR22T G3","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6304/2011-cirrus-sr22t
"2011 ACJ ACJ319","Opus Aero","""+33 678 631 251""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6403/2011-acj-acj319
"2012 Gulfstream G450","QS Partners","""301 910 1914""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6312/2012-gulfstream-g450
"2012 Bombardier Learjet 40XR","Avpro, Inc.","""410-573-1515, 443.852.1193""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6342/2012-bombardier-learjet-40
"2012 Beechcraft Premier 1A",JetHQ,"""8583979773""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5939/2012-beechcraft-premier-1a
"2012 Cessna Citation XLS+",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5946/2012-cessna-citation-xls
"2012 Nextant 400XT","JBA Aviation, Inc.","""(713) 850-9300""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5953/2012-nextant-400xt
"2012 Bombardier Challenger 300",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6076/2012-bombardier-challenger-300
"2012 Nextant 400XT","Holstein Aviation, Inc","""317-815-9403, 317-605-5955""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6079/2012-nextant-400xt
"2012 Cirrus SR22T G3 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6095/2012-cirrus-sr22t
"2012 Bombardier Challenger 300","Guardian Jet, LLC","""203-453-0800""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6107/2012-bombardier-challenger-300
"2012 Nextant 400XT","Leviate Air Group","""877.407.8507, 214.802.9168""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6118/2012-nextant-400xt
"2012 Gulfstream G450",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5605/2012-gulfstream-g450
"2012 Bombardier Challenger 605","Jetsetter Business Jets","""+972.54.977.3890""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5664/2012-bombardier-challenger-605
"2012 Embraer Legacy 650","The Jet Business","""+442036030000, +447842888888""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5714/2012-embraer-legacy-650
"2012 Piper Mirage","Exclusive Aircraft Sales","""651-450-6200, 952-221-2323""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4983/2012-piper-mirage
"2012 Gulfstream G650ER","Guardian Jet, LLC","""203-453-0800, 203-843-8822""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6247/2012-gulfstream-g650er
"2012 Dassault Falcon 2000LX","Guardian Jet, LLC","""203-453-0800, 203-915-4427""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6275/2012-dassault-falcon-2000lx
"2013 Gulfstream G550","Guardian Jet, LLC","""203-453-0800""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6128/2013-gulfstream-g550
"2013 Dassault Falcon 900LX","Guardian Jet, LLC","""203-453-0800, 203-843-3684""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6161/2013-dassault-falcon-900lx
"2013 Gulfstream G550","Holstein Aviation, Inc","""317-815-9403, 317-605-5955""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5570/2013-gulfstream-g550
"2013 Cirrus SR22T G5","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5688/2013-cirrus-sr22t
"2013 Gulfstream G650",JetTransactions,"""+1 949.439.8663""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5844/2013-gulfstream-g650
"2013 Gulfstream G650ER","The Jet Business","""+442036030000, +447842888888""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5915/2013-gulfstream-g650er
"2013 Bombardier Challenger 300","Mesinger Jet Sales","""+1 303.444.6766, +1 303.588.5728""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6301/2013-bombardier-challenger-300
"2013 Cessna Citation Sovereign+","QS Partners","""301 910 1914""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6319/2013-cessna-citation-sovereign
"2013 Gulfstream G280","Mente Group, LLC","""+1 214.351.9595, 310-351-6758""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6325/2013-gulfstream-g280
"2013 Gulfstream G450","QS Partners","""614-572-4355""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6338/2013-gulfstream-g450
"2013 Bombardier Global 6000","Guardian Jet, LLC","""203-453-0800, 203-915-4427""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6364/2013-bombardier-global-6000
"2013 Gulfstream G280","Avpro, Inc.","""410.573.1515, 724.875.9833""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5958/2013-gulfstream-g280
"2013 Beechcraft King Air 250","Axis Jet","""+1 916.391.5000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6005/2013-beechcraft-king-air-250
"2013 Dassault Falcon 2000LX","Guardian Jet, LLC","""203-453-0800, 203-843-8822""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6042/2013-dassault-falcon-2000lx
"2013 Beechcraft King Air 350i","Holstein Aviation, Inc","""7703309586, 770-330-9586""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6088/2013-beechcraft-king-air-350i
"2013 Sikorsky S-76D","Guardian Jet, LLC","""203-453-0800, 203-843-8822""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4470/2013-sikorsky-s-76d
"2013 Cirrus SR22T G5 GTS","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5188/2013-cirrus-sr22t
"2013 Bombardier Challenger 605",ACASS,"""+1 514.636.1099""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5374/2013-bombardier-challenger-605
"2013 Cirrus SR22","Absolute Aviation","""+27 115.48.3000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5405/2013-cirrus-sr22
"2013 Gulfstream G550","Avpro, Inc.","""410-573-1515, 443-994-0533""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5476/2013-gulfstream-g550
"2013 Cessna Citation XLS+","Mesinger Jet Sales","""+1 303.444.6766, +1 303.588.0758""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5542/2013-cessna-citation-xls
"2014 Gulfstream G280","Leading Edge Aviation Solutions, LLC","""201-891-0881, 862-222-0820""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4872/2014-gulfstream-g280
"2014 Nextant 400XTi","Holstein Aviation, Inc","""317-815-9403, 316-841-5833""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5263/2014-nextant-400xti
"2014 Cessna Citation XLS+",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5289/2014-cessna-citation-xls
"2014 Cirrus SR20 G3","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5310/2014-cirrus-sr20
"2014 Gulfstream G450","Leviate Air Group","""+1 877.407.8507, +1 214.676.6975""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5415/2014-gulfstream-g450
"2014 Airbus Helicopter EC145","ASIAN SKY GROUP","""852 91997751""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5529/2014-airbus-helicopter-ec145
"2014 Beechcraft Baron G58","Meisinger Aviation","""8162134906, 816-213-4906""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6306/2014-beechcraft-baron-g58
"2014 Bombardier Global 6000","Avpro, Inc.","""410-573-1515, 310-863-4329""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6340/2014-bombardier-global-6000
"2014 Beechcraft King Air 350i","Textron Aviation","""49.211.454.97370, 49.211.454.97370""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6372/2014-beechcraft-king-air-350i
"2014 Gulfstream G280",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6387/2014-gulfstream-g280
"2014 Cessna Citation Sovereign+","Holstein Aviation, Inc","""317-815-9403, 316-841-5833""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6147/2014-cessna-citation-sovereign
"2014 Embraer Legacy 650","Guardian Jet, LLC","""203-453-0800, 203-915-4427""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6163/2014-embraer-legacy-650
"2014 Bombardier Challenger 350","Essex Aviation Group, Inc.","""12017363060, +1 201.736.3060""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6231/2014-bombardier-challenger-350
"2014 Cessna Citation Sovereign+",JETAVIVA,"""312-246-2508""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6263/2014-cessna-citation-sovereign
"2014 Beechcraft King Air 350i","5x5 Trading","""1 215 796 0198""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6271/2014-beechcraft-king-air-350i
"2014 Bombardier Challenger 350",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5786/2014-bombardier-challenger-350
"2014 Pilatus PC-12/47E NG","QS Partners","""614 264 3274""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6067/2014-pilatus-pc-12
"2014 Embraer Phenom 300",JETAVIVA,"""512-410-0295, 954-648-3217""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6069/2014-embraer-phenom-300
"2015 Cessna Citation X+","Dallas Jet International","""214-766-3915, 214-766-3915""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5935/2015-cessna-citation-x
"2015 Cirrus SR22T G5","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6084/2015-cirrus-sr22t
"2015 Cessna Citation X+","Textron Aviation","""316.517.2397, 316.708.5375""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6100/2015-cessna-citation-x
"2015 Sikorsky S-76D","Mente Group, LLC","""+1 214.351.9595, 310-351-6758""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6135/2015-sikorsky-s-76d
"2015 Cirrus SR22T G5 GTS","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6158/2015-cirrus-sr22t
"2015 Gulfstream G450","Meisner Aircraft, Inc.","""262-763-6600, 262-208-6277""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6205/2015-gulfstream-g450
"2015 Bell 407 GXP","Aerolineas Ejecutivas S.A. de C.V.","""+525542090200, +52 722 600 7046""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6208/2015-bell-407-gxp
"2015 Cirrus SR22T G5 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6234/2015-cirrus-sr22t
"2015 Cessna Citation CJ4","Axis Jet","""+1 916.391.5000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6249/2015-cessna-citation-cj4
"2015 Embraer Phenom 300",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4764/2015-embraer-phenom-300
"2015 Airbus H145","Avpro, Inc.","""410-573-1515, 443-994-0533""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4840/2015-airbus-h145
"2015 Leonardo AW109SP GrandNew","Stanton & Partners Aviation","""+971.45.686.116, +971.50.880.3819""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4990/2015-leonardo-aw109sp-grandnew
"2015 Cessna Citation M2","Textron Aviation","""316.517.2397, 316.708.5375""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6286/2015-cessna-citation-m2
"2015 Bombardier Global 6000","Opus Aero","""+33 (0) 607 939 536""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6362/2015-bombardier-global-6000
"2015 Beechcraft King Air 250","Elliott Jets","""515-285-6555, 515-865-2790""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5760/2015-beechcraft-king-air-250
"2015 Agusta AW109SP","Southern Cross Aircraft, LLC","""+1 954.377.0303""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5813/2015-agusta-aw109sp
"2016 Bombardier Learjet 70","Northern Jet, Inc.","""+1 616.283.3551, +1 616.283.3551""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5728/2016-bombardier-learjet-70
"2016 Cirrus SR22T G5 GTS","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5753/2016-cirrus-sr22t
"2016 Embraer Legacy 500",OGARAJETS,"""+1 678.772.6443, +1 678.772.6443""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5790/2016-embraer-legacy-500
"2016 Gulfstream G450","Guardian Jet, LLC","""203-453-0800""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5855/2016-gulfstream-g450
"2016 Gulfstream G650ER","ASIAN SKY GROUP","""852 91997751""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5881/2016-gulfstream-g650er
"2016 Cirrus SR22T G5","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4246/2016-cirrus-sr22t
"2016 Bombardier Challenger 350","Avpro, Inc.","""410.573.1515, 724.875.9833""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5225/2016-bombardier-challenger-350
"2016 Cessna Citation Mustang",JETAVIVA,"""608-770-7728""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5433/2016-cessna-citation-mustang
"2016 Gulfstream G280","Dallas Jet International","""817-520-4009, 817-291-0711""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5984/2016-gulfstream-g280
"2016 Gulfstream G650ER","Guardian Jet, LLC","""725-600-1812""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5987/2016-gulfstream-g650er
"2016 Bombardier Learjet 75","Dallas Jet International","""817-520-4009, 817-291-0711""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6036/2016-bombardier-learjet-75
"2016 Cessna Citation M2","QS Partners","""614 264 3274""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6064/2016-cessna-citation-m2
"2016 Pilatus PC-12/47E NG",JETAVIVA,"""817-891-1843""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6122/2016-pilatus-pc-12
"2016 Gulfstream G550","Stanton & Partners Aviation","""+971.45.686.116, +971.50.880.3819""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6139/2016-gulfstream-g550
"2016 Bombardier Challenger 350","Axiom Aviation, Inc.","""440-227-1466""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6165/2016-bombardier-challenger-350
"2016 Gulfstream G450","QS Partners","""301 910 1914""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6187/2016-gulfstream-g450
"2016 Pilatus PC-12/47E NG",JETAVIVA,"""817-891-1843""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6195/2016-pilatus-pc-12
"2016 Cessna Citation CJ4","Mesinger Jet Sales","""+1 303.444.6766, +1 303.588.0758""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6203/2016-cessna-citation-cj4
"2016 Cirrus SR22 G5","Lone Mountain Aircraft","""1-888-566-3686, 1-828-315-0044""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6206/2016-cirrus-sr22
"2016 Cirrus SR22T G5 GTS","Lone Mountain Aircraft","""+1 860.990.8974""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6335/2016-cirrus-sr22t
"2016 Cirrus SR22 GTS","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6367/2016-cirrus-sr22-gts
"2016 Bombardier Challenger 350","Avpro, Inc.","""410-573-1515, 310-863-4329""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6373/2016-bombardier-challenger-350
"2017 Daher-Socata TBM 930","Elliott Jets","""515-285-6555, 515-865-2790""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6281/2017-daher-socata-tbm-930
"2017 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6299/2017-cirrus-sr22t
"2017 Cessna Citation M2","Textron Aviation","""316.517.2397, 316.708.5375""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6320/2017-cessna-citation-m2
"2017 Gulfstream G650",Jetcraft,"""+1 919.941.8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6379/2017-gulfstream-g650
"2017 Cessna Citation CJ4","QS Partners","""301 910 1914""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6380/2017-cessna-citation-cj4
"2017 Cessna Citation Latitude","Textron Aviation","""316.517.2397, 316.708.5375""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6386/2017-cessna-citation-latitude
"2017 Cirrus Vision Jet","Lone Mountain Aircraft","""1-888-566-3686, 1-630-487-1480""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6025/2017-cirrus-vision-jet
"2017 Cirrus SR22T G6","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6087/2017-cirrus-sr22t
"2017 Gulfstream G650ER","Guardian Jet, LLC","""203-453-0800""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6096/2017-gulfstream-g650er
"2017 Bombardier Challenger 650","Leviate Air Group","""+1 773.251.8589""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5581/2017-bombardier-challenger-650
"2017 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5607/2017-cirrus-sr22t
"2017 Cirrus SR22 G6","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5778/2017-cirrus-sr22
"2017 Cirrus Vision Jet","Lone Mountain Aircraft","""+1 937.689.6586""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5878/2017-cirrus-vision-jet
"2017 Dassault Falcon 900LX","Mesinger Jet Sales","""+1 303.444.6766, +1 303.588.0758""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5884/2017-dassault-falcon-900lx
"2017 Agusta AW 139","Guardian Jet, LLC","""203-453-0800, 203-843-8822""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5886/2017-agusta-aw-139
"2017 Honda HondaJet","Textron Aviation","""316.517.2397, 316.708.5375""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6244/2017-honda-hondajet
"2017 Cessna Citation M2","Textron Aviation","""""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6250/2017-cessna-citation-m2
"2017 Beechcraft King Air 350ER","ASIAN SKY GROUP","""852 91997751""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6255/2017-beechcraft-king-air-350
"2018 Pilatus PC-12",Jetcraft,"""919-941-8400""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6212/2018-pilatus-pc-12
"2018 Cirrus Vision Jet","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6233/2018-cirrus-vision-jet
"2018 Embraer Phenom 300E","Lone Mountain Aircraft","""1-888-566-3686, 1-630-414-1293""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6260/2018-embraer-phenom-300e
"2018 Gulfstream G650ER","CFS Jets","""704-359-0007, 704-363-8360""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5954/2018-gulfstream-g650er
"2018 Gulfstream G500","Gulfstream Aerospace Corporation","""912-965-7300, 912-547-8172""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5981/2018-gulfstream-g500
"2018 Cirrus Vision Jet","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6003/2018-cirrus-vision-jet
"2018 Pilatus PC-12",JetHQ,"""+1 858.397.9773""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6075/2018-pilatus-pc-12
"2018 Cessna Citation Latitude","Holstein Aviation, Inc","""317-815-9403, 317-605-5955""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6099/2018-cessna-citation-latitude
"2018 Piper M600",JETAVIVA,"""+1 903.812.0540""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6285/2018-piper-m600
"2018 Cessna Citation X+","Elliott Jets","""319-290-8585""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6378/2018-cessna-citation-x
"2018 Piper M350","CFS Jets","""423-667-2222""",https://aircraftexchange.com/jet-aircraft-for-sale/details/6392/2018-piper-m350
"2018 Cirrus SR22T G6 GTS","Lone Mountain Aircraft","""612-321-6489""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4144/2018-cirrus-sr22t
"2018 Cirrus Vision Jet","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4587/2018-cirrus-vision-jet
"2018 Cirrus Vision Jet","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4797/2018-cirrus-vision-jet
"2018 Honda HondaJet","Global Wings, LLC","""561-391-3919, 954-383-7979""",https://aircraftexchange.com/jet-aircraft-for-sale/details/4921/2018-honda-hondajet
"2018 Bell 505 Jet Ranger X","ASIAN SKY GROUP","""852 91997751""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5335/2018-bell-505-jet-ranger-x
"2018 Cirrus SR20","Lone Mountain Aircraft","""404-308-8638""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5434/2018-cirrus-sr20
"2018 Cubcrafters XCub","Northern Jet, Inc.","""+1 616.283.3551, +1 616.283.3551""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5444/2018-cubcrafters-xcub
"2018 Beechcraft King Air 350i","Axis Jet","""+1 916.391.5000""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5704/2018-beechcraft-king-air-350i
"2018 Cirrus Vision Jet","Lone Mountain Aircraft","""+44-7794-501-432""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5845/2018-cirrus-vision-jet
"2018 Cirrus SR20 G6","Lone Mountain Aircraft","""702-285-0604""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5906/2018-cirrus-sr20
"2018 Pilatus PC-24","Hatt & Associates, LLC","""+1 303.790.1050, +1 316.640.1613""",https://aircraftexchange.com/jet-aircraft-for-sale/details/5907/2018-pilatus-pc-24
